codigo_tpca,nombre,categoria_id,categoria_nombre,energia_kcal,energia_kj,agua_g,proteinas_g,grasas_totales_g,carbohidratos_totales_g,carbohidratos_disponibles_g,fibra_dietaria_g,cenizas_g,calcio_mg,fosforo_mg,zinc_mg,hierro_mg,sodio_mg,potasio_mg,vitamina_c_mg,tiamina_mg,riboflavina_mg,niacina_mg,acido_folico_ug,indice_glucemico,nivel_recomendacion,es_apto_diabeticos
C 156,Manzana Royal o gala,3,Frutas y derivados,55.0,230.0,83.1,0.4,0.0,16.1,14.8,1.3,0.4,5.0,0.0,0.07,0.06,1.0,110.0,1.3,0.02,0.04,0.1,,36.0,RECOMENDADO,True
C 157,"Manzana verde nacional, refresco natural, cocido, sin azúcar",3,Frutas y derivados,2.0,9.0,98.5,0.3,0.2,1.0,0.0,1.0,0.1,0.0,0.0,0.01,0.09,1.0,26.0,0.44,0.0,0.0,0.01,,36.0,RECOMENDADO,True
C 158,Mora o zarzamora,3,Frutas y derivados,27.0,114.0,86.4,2.1,0.5,10.4,4.4,6.0,0.5,33.0,25.0,0.29,0.37,0.0,137.0,19.31,0.03,0.0,1.37,0.0,,RECOMENDADO,True
C 159,"Noni, con cáscara, sin pepas",3,Frutas y derivados,25.0,105.0,83.2,0.8,0.5,14.8,5.1,9.7,0.7,49.0,20.0,0.23,0.0,13.0,270.0,53.63,0.09,0.37,1.02,,,RECOMENDADO,True
C 160,Palta dedo o cocktail,3,Frutas y derivados,166.0,694.0,71.5,1.8,19.1,6.6,0.0,6.6,1.0,18.0,50.0,0.99,0.43,0.0,359.0,8.8,0.07,0.09,2.37,,15.0,RECOMENDADO,True
C 161,Palta Hass,3,Frutas y derivados,204.0,851.0,65.9,1.0,23.5,7.8,1.0,6.8,1.8,9.0,50.0,0.49,0.57,4.0,520.0,0.0,0.08,0.13,2.21,,15.0,RECOMENDADO,True
C 162,"Papaya, néctar natural, sin azúcar",3,Frutas y derivados,15.0,63.0,95.9,0.4,0.5,3.1,2.4,0.6,0.1,10.0,100.0,0.0,0.14,1.0,60.0,12.58,0.01,0.03,0.18,,60.0,MODERADO,True
C 163,Pasa rubia,3,Frutas y derivados,265.0,1110.0,22.6,2.4,1.0,72.1,68.9,3.2,1.9,29.0,80.0,0.13,2.67,3.0,537.0,3.27,0.01,0.05,3.44,,,LIMITAR,False
C 164,Piña Golden o baby golden,3,Frutas y derivados,55.0,230.0,83.2,0.6,0.1,15.7,14.3,1.3,0.4,11.0,0.0,0.21,0.18,0.0,174.0,53.46,0.08,0.0,1.09,0.0,59.0,MODERADO,True
C 165,Piña Hawaiana,3,Frutas y derivados,44.0,184.0,86.8,0.6,0.4,11.9,10.7,1.2,0.3,8.0,0.0,0.2,0.19,0.0,132.0,32.38,0.07,0.0,0.58,0.0,59.0,MODERADO,True
C 166,Piña Selva,3,Frutas y derivados,30.0,128.0,89.8,0.5,0.4,9.3,7.1,2.1,0.1,6.0,0.0,0.0,0.15,0.0,122.0,29.04,0.07,0.0,1.24,0.0,59.0,MODERADO,True
C 167,"Piña Selva, néctar natural, sin azúcar",3,Frutas y derivados,19.0,79.0,95.7,0.2,0.5,3.5,3.5,0.0,0.1,2.0,0.0,0.0,0.17,1.0,73.0,6.52,0.03,0.0,0.53,0.0,65.0,MODERADO,True
C 168,Pitajaya roja,3,Frutas y derivados,56.0,236.0,83.3,0.8,0.7,14.4,13.2,1.3,0.7,11.0,28.0,0.16,0.32,0.0,233.0,0.94,0.07,0.0,2.66,,,MODERADO,True
C 169,"Plátano bellaco maduro, frito en aceite vegetal",3,Frutas y derivados,173.0,722.0,55.0,1.1,3.7,39.0,33.7,5.2,1.2,3.0,30.0,0.16,0.0,0.0,441.0,0.0,0.05,0.07,0.58,,51.0,RECOMENDADO,True
C 170,"Uva Red Globe, con cáscara, sin pepas",3,Frutas y derivados,52.0,216.0,82.6,0.6,0.4,13.6,12.8,0.8,2.7,11.0,0.0,0.0,0.34,3.0,138.0,5.65,0.05,0.0,0.33,,46.0,RECOMENDADO,True
D 1,Aceite compuesto (vegetal 70% pescado 30% ),4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,RECOMENDADO,True
D 2,"Aceite de pescado, hidrogenado",4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,RECOMENDADO,True
D 3,Aceite vegetal de algodón,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 4,Aceite vegetal de girasol,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 5,Aceite vegetal de maíz,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,52.0,RECOMENDADO,True
D 6,Aceite vegetal de maní,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 7,Aceite vegetal de olivo,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 8,Aceite vegetal de palma,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 9,Aceite vegetal de soya,4,"Grasas, aceites y oleaginosas",884.0,3699.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,16.0,RECOMENDADO,True
D 10,Almendra,4,"Grasas, aceites y oleaginosas",554.0,2317.0,5.1,19.4,54.1,18.3,8.4,9.9,3.2,195.0,440.0,3.12,3.72,1.0,580.0,0.0,0.2,0.56,4.17,,,RECOMENDADO,True
D 11,Avellana,4,"Grasas, aceites y oleaginosas",498.0,2082.0,3.1,10.6,52.9,30.3,4.5,25.7,3.1,144.0,200.0,2.2,3.3,61.0,714.0,2.0,0.48,0.11,5.64,,,POR_EVALUAR,True
D 12,"Cacao, semillas secas",4,"Grasas, aceites y oleaginosas",570.0,2387.0,3.6,12.0,46.3,34.7,,,3.4,106.0,537.0,,3.6,4.0,830.0,3.0,0.17,0.14,1.7,,,POR_EVALUAR,True
D 13,Castaña peruana o nuez de Brasil,4,"Grasas, aceites y oleaginosas",647.0,2706.0,3.9,13.0,69.0,10.7,6.0,4.7,3.4,144.0,630.0,4.06,2.1,22.0,467.0,2.7,0.75,0.17,1.48,,,RECOMENDADO,True
D 14,"Maní crudo, sin cáscara con piel",4,"Grasas, aceites y oleaginosas",559.0,2339.0,7.3,24.1,48.2,17.7,9.2,8.5,2.7,66.0,231.0,3.27,1.5,,,1.3,0.48,0.53,17.0,,,RECOMENDADO,True
D 15,Maní sancochado,4,"Grasas, aceites y oleaginosas",374.0,1565.0,32.3,15.9,27.5,21.9,13.1,8.8,2.4,47.0,219.0,1.83,3.6,,,0.0,0.18,0.1,8.88,,,RECOMENDADO,True
D 16,"Maní tostado, sin piel",4,"Grasas, aceites y oleaginosas",590.0,2469.0,2.0,27.1,51.0,16.9,8.9,8.0,3.0,48.0,298.0,3.31,2.2,,,0.0,0.08,0.35,21.6,,,RECOMENDADO,True
D 17,Manteca de cerdo,4,"Grasas, aceites y oleaginosas",879.0,3676.0,0.5,0.0,99.4,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,,,0.0,0.0,0.0,0.0,,0.0,RECOMENDADO,True
D 18,Manteca vegetal,4,"Grasas, aceites y oleaginosas",880.0,3699.0,0.1,0.0,99.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 19,Mantequilla,4,"Grasas, aceites y oleaginosas",729.0,3050.0,16.0,2.0,82.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 20,Mantequilla con sal,4,"Grasas, aceites y oleaginosas",717.0,3000.0,15.9,0.9,81.1,0.1,0.1,0.0,2.1,24.0,24.0,0.09,0.02,,,0.0,0.0,0.03,0.04,,,RECOMENDADO,True
D 21,Margarina vegetal con sal,4,"Grasas, aceites y oleaginosas",720.0,3012.0,16.0,0.6,81.0,0.3,0.3,0.0,2.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
D 22,Nuez,4,"Grasas, aceites y oleaginosas",654.0,2735.0,3.8,14.8,69.1,10.5,6.0,4.5,1.8,86.0,280.0,3.09,2.92,3.0,383.0,1.3,0.34,0.15,2.48,,,RECOMENDADO,True
D 23,Cashú o castaña de cashú,4,"Grasas, aceites y oleaginosas",574.0,2399.0,2.3,16.5,51.1,27.4,21.8,5.7,2.6,61.0,440.0,,,6.0,0.0,,,,1.07,,,RECOMENDADO,True
D 24,"Chía, semilla de",4,"Grasas, aceites y oleaginosas",362.0,1515.0,7.7,19.9,32.5,35.3,5.2,30.1,4.6,478.0,725.0,,,3.0,635.0,17.16,,,3.2,,,POR_EVALUAR,True
D 25,"Linaza, semilla de",4,"Grasas, aceites y oleaginosas",420.0,1757.0,8.1,17.8,42.5,28.7,0.7,27.9,2.9,228.0,400.0,,3.41,42.0,0.0,,,,1.36,,,RECOMENDADO,True
D 27,"Margarina, Dorina Batida al 70% de grasa",4,"Grasas, aceites y oleaginosas",597.0,2498.0,25.8,0.0,67.6,0.0,,,2.6,,,,,762.0,,,,,,,,RECOMENDADO,True
D 29,"Margarina, Dorina Light al 50% de grasa",4,"Grasas, aceites y oleaginosas",409.0,1710.0,44.7,0.0,46.2,0.0,,,2.1,,,,,711.0,,,,,,,,RECOMENDADO,True
D 31,"Margarina, La Preferida 70% grasa",4,"Grasas, aceites y oleaginosas",598.0,2502.0,24.6,0.0,67.6,0.0,,,3.1,,,,,1229.0,,,,,,,,RECOMENDADO,True
D 32,"Margarina, Manty 40% de grasa vegetal",4,"Grasas, aceites y oleaginosas",325.0,1361.0,50.6,0.0,36.8,0.0,,,4.9,,,,,1790.0,,,,,,,,RECOMENDADO,True
D 33,"Margarina, Sello de Oro",4,"Grasas, aceites y oleaginosas",607.0,2539.0,24.8,0.0,68.6,0.0,,,2.3,,,,,926.0,,,,,,,,RECOMENDADO,True
D 34,"Margarina, Swis Light",4,"Grasas, aceites y oleaginosas",407.0,1704.0,44.8,0.0,46.1,0.0,,,2.2,,,,,864.0,,,,,,,,RECOMENDADO,True
D 35,"Margarina, Swis 60% de grasa",4,"Grasas, aceites y oleaginosas",479.0,2002.0,36.6,0.0,54.1,0.0,,,2.0,,,,,800.0,,,,,,,,RECOMENDADO,True
D 36,Ñuña tostada,4,"Grasas, aceites y oleaginosas",385.0,1610.0,4.4,17.2,13.1,61.8,53.1,8.8,3.5,60.0,320.0,,,26.0,139.0,,,,1.53,,,LIMITAR,False
D 37,Pecana,4,"Grasas, aceites y oleaginosas",670.0,2804.0,3.9,9.1,73.8,11.7,5.2,6.5,1.5,43.0,210.0,4.53,2.53,1.0,349.0,1.0,0.66,0.13,1.87,0.0,,RECOMENDADO,True
D 38,Sacha Inchi tostado,4,"Grasas, aceites y oleaginosas",574.0,2402.0,2.8,25.6,54.4,14.5,7.4,7.1,2.7,267.0,420.0,,,3.0,0.0,,,,0.58,,,RECOMENDADO,True
D 39,"Ajonjolí, semilla de*",4,"Grasas, aceites y oleaginosas",525.0,2195.0,4.7,17.7,49.7,23.5,11.7,11.8,4.5,975.0,629.0,7.75,14.55,11.0,468.0,0.0,0.79,0.25,4.51,0.0,,RECOMENDADO,True
D 40,"Ajonjolí negro, semilla de",4,"Grasas, aceites y oleaginosas",501.0,2093.0,5.4,16.0,51.3,21.7,3.8,17.9,5.6,995.0,630.0,,,3.0,456.0,,,,5.86,,,RECOMENDADO,True
D 41,"Girasol, semilla de",4,"Grasas, aceites y oleaginosas",587.0,2456.0,2.4,20.2,58.6,15.4,6.6,8.8,3.4,98.0,635.0,,7.69,2.0,640.0,,1.92,0.22,8.17,,,RECOMENDADO,True
D 43,Aceite vegetal de girasol con canola,4,"Grasas, aceites y oleaginosas",883.0,3697.0,0.1,0.0,99.9,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.03,0.0,,,RECOMENDADO,True
D 44,Aceite vegetal de oliva extravirgen,4,"Grasas, aceites y oleaginosas",883.0,3695.0,0.1,0.0,99.9,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.03,0.04,,,RECOMENDADO,True
D 45,Aceite vegetal de sacha Inchi,4,"Grasas, aceites y oleaginosas",883.0,3697.0,0.1,0.0,99.9,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.03,0.0,,,RECOMENDADO,True
D 46,Mantequilla sin sal,4,"Grasas, aceites y oleaginosas",746.0,3122.0,15.0,0.2,84.7,0.0,,,0.0,18.0,0.0,0.17,0.08,10.0,24.0,0.0,0.05,0.04,0.0,,,RECOMENDADO,True
D 47,"Maní tostado, acaramelado con ajonjolí, envasado",4,"Grasas, aceites y oleaginosas",473.0,1977.0,1.4,13.4,23.0,60.7,53.0,7.7,1.5,56.0,220.0,1.67,1.65,4.0,407.0,,0.13,0.06,7.6,,,LIMITAR,False
D 48,Pasta untable de maní con sal,4,"Grasas, aceites y oleaginosas",642.0,2686.0,0.8,26.0,51.6,18.5,,,3.2,45.0,375.0,3.05,1.54,306.0,624.0,4.83,0.14,0.03,4.65,,44.0,RECOMENDADO,True
D 49,Pistasho,4,"Grasas, aceites y oleaginosas",582.0,2434.0,0.9,19.2,54.2,22.3,15.3,6.9,3.5,94.0,460.0,2.12,2.98,418.0,743.0,2.02,0.85,0.16,2.22,0.0,,RECOMENDADO,True
E 1,Almeja blanca,5,Pescados y mariscos,71.0,299.0,82.4,14.4,1.1,0.0,,,2.2,50.0,221.0,1.37,1.8,,,18.3,0.01,0.14,2.25,,,RECOMENDADO,True
E 2,"Aska (crustáceo), al estado natural",5,Pescados y mariscos,462.0,1934.0,8.0,56.6,19.4,11.1,,,4.9,40.0,600.0,,76.9,,,0.0,0.18,2.4,,,,MODERADO,True
E 3,"Aska, sometido a cocción (crustáceo)",5,Pescados y mariscos,467.0,1954.0,8.0,56.0,20.3,10.9,,,4.8,42.0,578.0,,75.0,,,0.0,0.23,3.04,,,,MODERADO,True
E 4,Barquillos,5,Pescados y mariscos,89.0,372.0,78.2,18.5,0.5,1.3,,,1.5,108.0,95.0,,0.2,,,8.6,0.01,0.21,0.85,,,RECOMENDADO,True
E 5,Camaroncito seco (chino),5,Pescados y mariscos,247.0,1034.0,29.6,52.3,1.9,1.6,,,14.6,524.0,650.0,,4.9,,,0.0,0.03,0.11,3.4,,,RECOMENDADO,True
E 6,Camarones frescos,5,Pescados y mariscos,88.0,370.0,78.0,17.8,0.2,2.6,,,1.4,117.0,263.0,1.11,0.1,,,5.2,0.02,0.13,1.4,,0.0,RECOMENDADO,True
E 7,Cangrejo,5,Pescados y mariscos,94.0,395.0,75.2,19.8,0.6,1.1,,,3.3,108.0,175.0,4.3,0.82,1000.0,110.0,2.0,0.16,0.08,2.8,,,RECOMENDADO,True
E 8,Cangrejo cocido*,5,Pescados y mariscos,97.0,407.0,78.4,14.8,2.9,1.9,,,2.0,423.0,203.0,4.3,4.1,41.0,265.0,,0.06,0.34,1.8,0.0,,RECOMENDADO,True
E 9,Caracol,5,Pescados y mariscos,87.0,365.0,78.6,16.9,0.8,1.9,1.9,0.0,1.8,158.0,106.0,1.63,2.0,206.0,347.0,7.8,0.02,0.39,1.25,0.0,,RECOMENDADO,True
E 10,"Chanque, loco o tolina",5,Pescados y mariscos,104.0,434.0,74.3,21.9,0.3,1.8,,,1.7,85.0,130.0,0.82,1.5,,,9.0,0.03,0.35,1.68,,,RECOMENDADO,True
E 11,Choros,5,Pescados y mariscos,91.0,383.0,78.7,13.0,2.3,3.7,,,2.2,119.0,206.0,1.6,5.05,,,5.4,0.0,0.82,2.05,,,RECOMENDADO,True
E 12,Concha de abanico,5,Pescados y mariscos,92.0,385.0,78.2,15.9,1.8,1.9,,,2.2,12.0,219.0,,0.29,,,11.6,0.05,0.79,1.8,,,RECOMENDADO,True
E 13,Erizo,5,Pescados y mariscos,147.0,613.0,72.1,16.3,7.9,1.4,,,2.3,59.0,366.0,,0.7,,,5.7,0.06,0.42,6.1,,,RECOMENDADO,True
E 14,Langostino blanco,5,Pescados y mariscos,69.0,289.0,83.8,14.5,0.8,,,,1.1,89.0,,,2.03,,,,,,,,,POR_EVALUAR,True
E 15,Lapas,5,Pescados y mariscos,86.0,361.0,78.1,18.5,0.4,0.9,,,2.1,102.0,81.0,,1.2,,,9.3,0.09,0.6,1.2,,,RECOMENDADO,True
E 16,Machas,5,Pescados y mariscos,130.0,544.0,69.5,23.2,1.3,4.7,,,1.3,172.0,180.0,1.37,4.8,,,0.8,0.08,0.19,1.77,,,RECOMENDADO,True
E 17,"Pescado acarabuazú, salado deshidratado",5,Pescados y mariscos,292.0,1222.0,25.0,47.5,9.9,0.0,,,16.0,559.0,379.0,,2.5,,,1.2,0.16,0.89,,,0.0,RECOMENDADO,True
E 18,Pescado anchoveta,5,Pescados y mariscos,156.0,651.0,70.8,19.1,8.2,0.0,,,1.2,77.0,276.0,1.72,3.04,,,8.7,0.01,0.21,0.0,,0.0,RECOMENDADO,True
E 19,"Pescado atún, en conserva",5,Pescados y mariscos,181.0,756.0,65.3,22.9,9.9,,,,1.9,,,,,,,,,,,,0.0,RECOMENDADO,True
E 20,"Pescado atún, enlatado en agua",5,Pescados y mariscos,116.0,485.0,72.5,25.5,0.8,,,,1.5,11.0,163.0,0.77,1.53,,,0.0,0.03,0.07,13.28,,0.0,RECOMENDADO,True
E 21,"Pescado atún, enlatado en aceite",5,Pescados y mariscos,186.0,778.0,63.0,26.5,8.1,,,0.0,2.2,4.0,267.0,0.47,1.2,,,0.0,0.02,0.08,11.7,,0.0,RECOMENDADO,True
E 22,"Pescado atún, fresco",5,Pescados y mariscos,141.0,591.0,70.4,23.3,4.6,,,,1.6,,,,,,,,,,,,0.0,RECOMENDADO,True
E 23,Pescado ayanque o cachema,5,Pescados y mariscos,88.0,368.0,77.2,19.6,0.5,0.0,,,1.3,126.0,240.0,,0.3,,,4.7,0.02,0.1,2.5,,0.0,RECOMENDADO,True
E 24,Pescado bacalao fresco,5,Pescados y mariscos,82.0,343.0,80.2,17.8,0.7,,,0.0,1.2,16.0,203.0,0.45,0.4,,,1.0,0.08,0.06,2.06,,0.0,RECOMENDADO,True
E 25,Pescado bacalao seco salado,5,Pescados y mariscos,290.0,1212.0,16.1,62.8,2.4,,,,18.7,160.0,950.0,1.59,3.6,,,4.0,0.27,0.24,7.5,,0.0,RECOMENDADO,True
E 26,Pescado bagre,5,Pescados y mariscos,80.0,335.0,80.9,15.2,1.7,,,,2.0,34.0,113.0,0.51,1.9,,,0.7,0.05,0.09,1.55,,0.0,RECOMENDADO,True
E 27,Pescado bonito,5,Pescados y mariscos,138.0,577.0,70.6,23.4,4.2,,,,1.5,28.0,258.0,0.3,0.7,40.0,293.0,1.6,0.01,0.07,12.8,,0.0,RECOMENDADO,True
E 28,"Pescado bonito, huevera de",5,Pescados y mariscos,101.0,423.0,75.5,17.2,3.0,0.0,,,1.5,24.0,274.0,1.0,1.8,,,10.1,0.07,0.4,2.77,,0.0,RECOMENDADO,True
E 29,"Pescado bonito fresco, músculo claro",5,Pescados y mariscos,115.0,481.0,73.1,23.5,1.3,0.7,,,1.4,20.0,240.0,0.51,1.03,30.0,380.0,,0.14,0.0,10.41,,0.0,RECOMENDADO,True
E 30,"Pescado bonito fresco, músculo oscuro",5,Pescados y mariscos,106.0,443.0,74.7,23.1,0.7,0.2,,,1.3,10.0,250.0,0.44,1.93,40.0,385.0,,0.13,0.0,7.78,,0.0,RECOMENDADO,True
E 31,"Pescado bonito, pulpa asada",5,Pescados y mariscos,136.0,568.0,69.9,24.0,3.7,0.0,,,1.7,15.0,206.0,,1.0,,,,0.01,0.04,,,0.0,RECOMENDADO,True
E 32,"Pescado bonito, seco salado",5,Pescados y mariscos,184.0,770.0,44.0,32.3,5.1,0.0,,,16.2,112.0,164.0,0.3,6.1,40.0,293.0,0.0,0.07,0.13,6.25,,0.0,RECOMENDADO,True
E 33,"Pescado boquichico, salado deshidratado",5,Pescados y mariscos,287.0,1199.0,24.3,47.9,9.1,0.0,,,16.5,458.0,477.0,,4.8,,,1.0,0.32,0.17,,,0.0,RECOMENDADO,True
E 34,"Pescado caballa, en conserva",5,Pescados y mariscos,225.0,942.0,60.1,24.8,14.0,,,,1.2,,,,,,,,,,,,0.0,RECOMENDADO,True
E 35,"Pescado caballa, fresco",5,Pescados y mariscos,182.0,760.0,66.6,21.5,10.0,0.0,,,2.0,90.0,230.0,0.77,1.96,90.0,305.0,,0.25,0.55,10.75,,0.0,RECOMENDADO,True
E 36,"Pescado caballa, salado",5,Pescados y mariscos,132.0,551.0,62.3,21.4,4.1,0.8,,,11.5,120.0,170.0,0.79,2.45,4015.0,190.0,,0.22,0.26,8.36,,0.0,RECOMENDADO,True
E 37,Pescado cabinza,5,Pescados y mariscos,96.0,402.0,77.8,19.1,1.6,,,,1.3,60.0,239.0,,2.34,,,2.5,0.01,0.3,3.9,,0.0,RECOMENDADO,True
E 38,Pescado cabrilla,5,Pescados y mariscos,96.0,400.0,77.9,18.6,1.8,,,,1.2,16.0,,,0.74,,,,,,,,0.0,RECOMENDADO,True
E 39,Pescado carachama,5,Pescados y mariscos,64.0,268.0,82.8,14.2,0.4,0.0,,,1.0,140.0,151.0,,1.2,,,4.8,0.02,0.07,2.12,,0.0,RECOMENDADO,True
E 40,Pescado cazón,5,Pescados y mariscos,98.0,410.0,75.0,21.8,0.5,0.0,,,1.4,108.0,206.0,0.5,2.6,,,3.4,0.02,0.08,3.4,,0.0,RECOMENDADO,True
E 41,Pescado chita,5,Pescados y mariscos,88.0,368.0,78.0,19.8,0.4,,,,1.5,22.0,209.0,,1.3,,,1.8,0.09,0.04,5.3,,0.0,RECOMENDADO,True
E 42,"Pescado chita, huevera de",5,Pescados y mariscos,62.0,259.0,83.8,12.3,1.0,,,,2.4,28.0,390.0,1.0,1.8,,,9.8,0.09,0.12,1.43,,0.0,RECOMENDADO,True
E 43,"Pescado chita, pulpa asada",5,Pescados y mariscos,99.0,414.0,75.1,21.0,1.0,0.0,,,1.7,22.0,170.0,,1.0,,,1.6,0.09,0.09,,,0.0,RECOMENDADO,True
E 44,Pescado coco,5,Pescados y mariscos,99.0,414.0,78.7,17.4,2.7,,,,1.1,93.0,,,0.31,,,,,,,,0.0,RECOMENDADO,True
E 45,Pescado cojinova,5,Pescados y mariscos,103.0,430.0,75.6,20.7,1.6,0.0,,,1.4,16.0,247.0,,1.11,,,4.9,0.09,0.06,0.1,,0.0,RECOMENDADO,True
E 46,Pescado congrio,5,Pescados y mariscos,73.0,307.0,82.1,15.7,0.7,,,,1.1,8.0,,,0.0,,,,,,,,0.0,RECOMENDADO,True
E 47,Pescado corvina,5,Pescados y mariscos,124.0,519.0,72.6,19.5,4.5,0.0,,0.0,1.4,57.0,182.0,0.42,1.1,,,1.5,0.08,0.11,2.9,,0.0,RECOMENDADO,True
E 48,"Pescado fuasaco, con espinas",5,Pescados y mariscos,72.0,301.0,79.5,16.3,0.3,0.0,,,1.3,645.0,225.0,,1.3,,,2.2,0.01,0.03,1.2,,0.0,RECOMENDADO,True
E 49,"Pescado jurel, en conserva",5,Pescados y mariscos,127.0,531.0,67.0,23.2,3.8,0.0,,,3.5,,,,,,,,,,,,0.0,RECOMENDADO,True
E 50,"Pescado jurel, fresco",5,Pescados y mariscos,121.0,506.0,73.4,22.2,2.7,0.3,,,1.3,37.0,210.0,0.6,1.56,115.0,300.0,,0.13,0.25,9.23,,0.0,RECOMENDADO,True
E 51,Pescado lenguado,5,Pescados y mariscos,91.0,381.0,79.1,18.8,1.2,,,0.0,1.2,18.0,184.0,0.45,0.7,,,2.0,0.09,0.08,2.9,,0.0,RECOMENDADO,True
E 52,Pescado lisa,5,Pescados y mariscos,119.0,498.0,74.6,20.8,3.3,,,,1.2,19.0,193.0,0.52,1.0,,,4.9,0.01,0.1,3.6,,0.0,RECOMENDADO,True
E 53,"Pescado lorna, fresco",5,Pescados y mariscos,96.0,402.0,76.3,18.5,1.9,0.0,,,1.2,4.0,178.0,,1.59,,,0.0,0.06,0.12,3.7,,0.0,RECOMENDADO,True
E 54,"Pescado lorna, pulpa seca salada",5,Pescados y mariscos,150.0,628.0,44.8,30.9,2.0,0.0,,,18.7,260.0,172.0,,5.7,,,3.9,0.07,0.13,2.75,,0.0,RECOMENDADO,True
E 55,Pescado machete,5,Pescados y mariscos,136.0,570.0,72.5,20.5,5.4,,,,1.2,49.0,217.0,,1.9,,,5.9,0.01,0.08,4.7,,0.0,RECOMENDADO,True
E 56,"Pescado maparate, con espinas",5,Pescados y mariscos,73.0,304.0,79.1,15.1,0.9,0.0,,,1.2,455.0,186.0,,1.1,,,9.8,0.01,0.05,1.2,,0.0,RECOMENDADO,True
E 57,"Pescado merluza, fresco",5,Pescados y mariscos,72.0,303.0,82.4,15.8,0.5,,,,1.2,15.0,185.0,0.4,0.2,,,1.0,0.06,0.1,3.8,,0.0,RECOMENDADO,True
E 58,"Pescado merluza, seco",5,Pescados y mariscos,363.0,1519.0,9.2,73.8,5.3,,,,11.7,,,,,,,,,,,,0.0,RECOMENDADO,True
E 59,"Pescado mero, fresco",5,Pescados y mariscos,85.0,355.0,79.8,18.6,0.6,0.0,,,1.0,27.0,170.0,0.4,0.34,76.0,388.0,0.0,0.07,0.03,1.64,0.0,0.0,RECOMENDADO,True
E 60,"Pescado paiche, seco",5,Pescados y mariscos,247.0,1033.0,40.4,38.2,9.3,0.0,,,9.5,50.0,209.0,,3.3,,,,0.01,0.12,5.6,,0.0,RECOMENDADO,True
E 61,Pescado pampanito,5,Pescados y mariscos,106.0,444.0,76.0,19.2,2.7,0.0,,,1.3,126.0,132.0,0.72,0.3,,,6.6,0.14,0.17,3.6,,0.0,RECOMENDADO,True
E 62,"Pescado paña, salado deshidratado",5,Pescados y mariscos,288.0,1204.0,21.5,54.3,6.2,0.0,,,16.5,710.0,639.0,,7.1,,,1.2,0.3,1.0,,,0.0,RECOMENDADO,True
E 63,Pescado pejerrey,5,Pescados y mariscos,105.0,441.0,76.5,19.6,2.4,,,,1.4,105.0,311.0,,0.7,,,0.0,0.01,0.05,4.5,,0.0,RECOMENDADO,True
E 64,Pescado pejesapo,5,Pescados y mariscos,101.0,423.0,76.0,22.1,0.7,,,,1.3,,243.0,,0.8,,,,,0.14,2.2,,0.0,RECOMENDADO,True
E 65,"Pescado pejesapo, pulpa asada",5,Pescados y mariscos,87.0,364.0,77.8,19.5,0.4,0.0,,,1.4,110.0,146.0,,1.1,,,2.3,0.01,0.04,1.8,,0.0,RECOMENDADO,True
E 66,"Pescado pejesapo, pulpa sancochada",5,Pescados y mariscos,83.0,347.0,77.8,18.7,0.3,0.0,,,0.9,109.0,136.0,,1.0,,,2.1,0.04,0.11,1.25,,0.0,RECOMENDADO,True
