codigo_tpca,nombre,categoria_id,categoria_nombre,energia_kcal,energia_kj,agua_g,proteinas_g,grasas_totales_g,carbohidratos_totales_g,carbohidratos_disponibles_g,fibra_dietaria_g,cenizas_g,calcio_mg,fosforo_mg,zinc_mg,hierro_mg,sodio_mg,potasio_mg,vitamina_c_mg,tiamina_mg,riboflavina_mg,niacina_mg,acido_folico_ug,indice_glucemico,nivel_recomendacion,es_apto_diabeticos
L 9,Champiñones u hongos (Callampa),12,Azúcares y derivados,22.0,94.0,90.3,3.0,0.4,5.6,1.7,3.9,0.7,1.0,65.0,0.76,0.32,5.0,246.0,5.65,0.08,0.59,3.66,,,RECOMENDADO,True
L 10,Laurel,12,Azúcares y derivados,188.0,787.0,45.2,4.2,1.2,47.1,,,2.3,187.0,70.0,,5.4,,,54.0,0.04,0.21,1.7,,,POR_EVALUAR,True
L 11,Pimienta negra,12,Azúcares y derivados,255.0,1067.0,10.5,11.0,3.3,71.0,44.5,26.5,4.3,437.0,173.0,1.42,12.6,,,21.0,0.11,0.24,1.14,,,LIMITAR,False
L 12,Té hojas secas,12,Azúcares y derivados,308.0,1289.0,11.4,8.0,4.0,71.4,,,5.2,400.0,300.0,,11.9,,,5.0,0.08,0.73,6.5,,,LIMITAR,False
L 13,Yuyo fresco,12,Azúcares y derivados,41.0,172.0,86.1,2.1,0.1,8.0,,,3.7,225.0,49.0,,10.6,,,0.0,0.03,0.21,0.37,,0.0,RECOMENDADO,True
L 14,"Ají dulce seco, molido (paprika)",12,Azúcares y derivados,362.0,1516.0,9.1,14.5,17.9,49.5,,,9.0,,,,,,,,,,,,15.0,RECOMENDADO,True
L 15,"Algarrobina, líquida",12,Azúcares y derivados,368.0,1539.0,5.2,5.2,0.2,85.5,,,3.9,,,,,,,,,,,,,LIMITAR,False
L 16,"Anís, semilla*",12,Azúcares y derivados,337.0,1410.0,9.5,17.6,15.9,50.0,35.4,14.6,7.0,646.0,440.0,5.3,36.96,16.0,1441.0,21.0,0.4,0.29,3.06,0.0,,POR_EVALUAR,True
L 17,Caldo de res*,12,Azúcares y derivados,40.0,167.0,92.4,1.2,2.4,3.3,,,0.7,14.0,46.0,,0.9,,,6.0,0.05,0.06,0.96,,0.0,RECOMENDADO,True
L 18,"Caldo de pollo, o gallina*",12,Azúcares y derivados,89.0,372.0,88.1,0.2,9.8,0.0,,,1.4,5.0,30.0,,0.4,,,0.0,0.02,0.04,1.08,,0.0,RECOMENDADO,True
L 19,"Clavo de olor, molido*",12,Azúcares y derivados,323.0,1351.0,6.9,6.0,20.1,61.2,27.0,34.2,5.9,646.0,105.0,1.09,8.68,243.0,1102.0,81.0,0.12,0.27,1.46,0.0,,LIMITAR,False
L 20,"Canela, molida*",12,Azúcares y derivados,261.0,1092.0,9.5,3.9,3.2,79.9,25.6,54.3,3.6,1228.0,61.0,1.97,38.07,26.0,500.0,29.0,0.08,0.14,1.3,0.0,,LIMITAR,False
L 21,Condimentos o especies molidas no especificadas*,12,Azúcares y derivados,263.0,1100.0,8.5,6.1,8.7,72.1,50.5,21.6,4.7,661.0,113.0,1.01,7.06,77.0,1044.0,39.0,0.1,0.06,2.86,0.0,,LIMITAR,False
L 22,Cushuro o nostoc deshidratada (alga),12,Azúcares y derivados,242.0,1013.0,15.1,29.0,0.5,46.9,,,8.5,147.0,64.0,,83.6,,,0.0,0.2,0.41,,,,POR_EVALUAR,True
L 23,Levadura fresca para pan**,12,Azúcares y derivados,113.0,473.0,70.6,13.4,0.3,14.2,,,1.6,20.0,247.0,,2.3,,,,,,,,75.0,LIMITAR,False
L 24,Levadura seca**,12,Azúcares y derivados,359.0,1502.0,7.2,41.6,1.2,45.5,,,4.5,47.0,763.0,,9.8,,,,0.84,10.0,2.86,,,POR_EVALUAR,True
L 25,"Nuez moscada, molida*",12,Azúcares y derivados,440.0,1842.0,6.2,5.8,36.3,49.3,28.5,20.8,2.3,184.0,213.0,2.15,3.04,16.0,350.0,3.0,0.35,0.06,1.3,0.0,,POR_EVALUAR,True
L 26,Pimienta blanca*,12,Azúcares y derivados,296.0,1238.0,11.4,10.4,2.1,68.6,42.4,26.2,1.6,265.0,,,14.31,,,21.0,,,,,,LIMITAR,False
L 27,"Salsa envasada, inglesa*",12,Azúcares y derivados,67.0,280.0,78.5,0.0,0.0,19.5,19.5,0.0,2.0,107.0,60.0,0.19,5.3,980.0,800.0,13.0,0.07,0.13,0.7,0.0,,MODERADO,True
L 28,Setas,12,Azúcares y derivados,19.0,80.0,90.5,2.3,0.1,6.5,2.1,4.4,0.6,4.0,30.0,0.43,0.29,3.0,303.0,1.13,0.04,0.19,4.09,,,RECOMENDADO,True
L 29,"Vainilla, extracto*",12,Azúcares y derivados,288.0,1205.0,52.6,0.1,0.1,12.7,12.7,0.0,0.3,11.0,6.0,0.11,0.12,9.0,148.0,0.0,0.01,0.09,0.43,0.0,,MODERADO,True
L 31,"Azafrán de raíz, cúrcuma o palillo en polvo",12,Azúcares y derivados,324.0,2438.0,10.5,7.3,5.1,68.0,,,9.2,69.0,220.0,1.77,4.85,2070.0,507.0,0.0,0.22,0.09,2.9,,,LIMITAR,False
L 32,"Cachanga, frita en aceite",12,Azúcares y derivados,422.0,1764.0,16.9,8.4,19.8,52.4,,,2.5,187.0,80.0,0.57,9.36,663.0,77.0,,0.33,0.26,4.23,,,LIMITAR,False
L 33,"Caldo de ave, tabletas",12,Azúcares y derivados,314.0,1314.0,5.5,13.2,25.2,6.3,,,49.8,100.0,107.0,,8.3,,,,0.0,,,,,RECOMENDADO,True
L 34,"Caldo de carne, tabletas",12,Azúcares y derivados,300.0,1255.0,4.8,5.8,24.7,13.7,,,51.0,89.0,142.0,,5.5,,,,0.03,0.12,,,,MODERADO,True
L 35,"Camote, hojuela frita en aceite vegetal, endulzado, envasado",12,Azúcares y derivados,483.0,2019.0,1.6,4.6,26.0,64.6,57.5,7.2,3.1,14.0,120.0,0.31,3.11,206.0,72.0,,0.16,0.1,4.5,,61.0,MODERADO,True
L 37,"Chocolate con leche y maní, barra, envasado",12,Azúcares y derivados,534.0,2234.0,1.1,9.5,33.5,54.1,48.6,5.5,1.8,145.0,210.0,1.35,1.33,89.0,457.0,9.65,0.12,0.22,1.1,,27.0,RECOMENDADO,True
L 38,Chocolate simple con azúcar (para taza),12,Azúcares y derivados,248.0,1038.0,3.1,3.8,16.8,75.1,,,1.2,46.0,150.0,,2.8,,,0.0,0.05,0.09,0.5,,65.0,MODERADO,True
L 39,"Churro relleno con crema pastelera, frito en aceite",12,Azúcares y derivados,330.0,1379.0,34.7,4.8,14.3,45.3,,,0.8,25.0,40.0,0.36,2.47,240.0,60.0,,0.18,0.21,2.34,,,POR_EVALUAR,True
L 41,"Haba, frita en aceite vegetal con sal, envasada",12,Azúcares y derivados,413.0,1728.0,1.2,25.1,18.1,52.3,37.5,14.9,3.3,90.0,335.0,3.11,4.69,308.0,910.0,,0.12,0.17,9.78,,,LIMITAR,False
L 42,"Mayonesa con sal, envasada*",12,Azúcares y derivados,390.0,1632.0,39.9,0.9,33.4,23.9,23.9,0.0,1.9,14.0,26.0,0.18,0.2,711.0,9.0,0.0,0.01,0.02,0.0,0.0,,MODERADO,True
L 43,"Papa, al hilo frita en aceite vegetal con sal, envasada",12,Azúcares y derivados,512.0,2141.0,1.8,4.9,32.0,57.7,51.1,6.6,3.7,36.0,140.0,0.75,1.21,342.0,1293.0,,0.12,0.11,1.51,,77.0,LIMITAR,False
L 45,"Pizza americana, (listo para consumo)",12,Azúcares y derivados,260.0,1086.0,42.9,9.7,10.4,35.1,31.8,3.3,2.0,153.0,160.0,1.15,3.2,454.0,204.0,0.0,0.15,0.23,1.24,196.0,,POR_EVALUAR,True
L 47,"Ravioles relleno con carne, crudo, envasado",12,Azúcares y derivados,186.0,778.0,41.5,9.6,1.8,45.7,33.0,12.8,1.4,37.0,100.0,0.78,3.53,471.0,121.0,0.0,0.2,0.18,5.08,0.0,,POR_EVALUAR,True
L 48,Salsa de soya*,12,Azúcares y derivados,60.0,251.0,66.0,10.5,0.1,5.6,4.8,0.8,17.8,20.0,130.0,0.43,2.38,5586.0,212.0,0.0,0.06,0.15,3.95,,16.0,RECOMENDADO,True
L 49,"Sopa con fideo precocido y sazonador en polvo sabor a pollo, envasado",12,Azúcares y derivados,420.0,1757.0,4.5,11.1,16.0,61.6,57.9,3.8,6.8,21.0,130.0,0.68,2.82,2128.0,148.0,,0.16,0.12,1.15,111.0,44.0,RECOMENDADO,True
L 50,Vinagre,12,Azúcares y derivados,21.0,88.0,93.8,0.0,0.0,6.0,6.0,0.0,0.2,7.0,8.0,0.04,0.5,,,0.0,0.0,0.0,0.0,,,RECOMENDADO,True
L 51,"""Yuquita"" de harina, frita en aceite con sal",12,Azúcares y derivados,343.0,1433.0,22.9,8.3,7.3,60.9,,,0.6,29.0,70.0,0.64,4.83,109.0,94.0,,0.46,0.36,7.58,,60.0,MODERADO,True
Q 1,Al 110 maternizada,16,Alimentos de regímenes especiales,502.0,2100.0,3.0,14.0,25.0,55.3,,,2.7,450.0,300.0,,6.0,,,40.0,0.3,0.7,3.7,,,LIMITAR,False
Q 2,Cerelac manzana,16,Alimentos de regímenes especiales,414.0,1732.0,3.0,11.0,7.4,75.6,,,3.0,275.0,225.0,,6.3,,,20.0,0.2,0.3,3.8,,36.0,RECOMENDADO,True
Q 3,Cerelac trigo,16,Alimentos de regímenes especiales,425.0,1778.0,1.5,11.5,7.8,77.2,,,2.0,275.0,225.0,,6.3,,,20.0,0.2,0.3,3.8,,41.0,RECOMENDADO,True
Q 4,Eledón maternizada,16,Alimentos de regímenes especiales,417.0,1745.0,3.0,27.9,12.0,49.8,49.8,0.0,7.3,1070.0,843.0,,0.4,,,10.4,0.26,0.89,1.1,,,POR_EVALUAR,True
Q 5,Nan maternizada,16,Alimentos de regímenes especiales,509.0,2130.0,3.0,11.4,26.0,57.7,,,1.9,320.0,160.0,,6.0,,,41.0,0.3,0.7,3.8,,,LIMITAR,False
Q 6,Nestúm cereal mixto,16,Alimentos de regímenes especiales,380.0,1590.0,3.0,9.4,1.2,82.9,,,3.5,690.0,570.0,,15.6,,,45.0,0.6,0.7,9.4,,,LIMITAR,False
Q 7,Nestúm tres cereales,16,Alimentos de regímenes especiales,376.0,1573.0,4.0,10.7,2.4,77.8,,,5.1,690.0,570.0,,14.7,,,45.0,0.6,0.7,9.4,,0.0,RECOMENDADO,True
Q 8,Pelargón maternizada,16,Alimentos de regímenes especiales,458.0,1916.0,3.0,16.5,17.1,59.6,,,3.8,590.0,460.0,,6.0,,,37.0,0.3,0.4,3.4,,,LIMITAR,False
Q 9,"Alimento instantáneo en polvo, a base de harina de arroz, para niños a partir de 6 meses de edad",16,Alimentos de regímenes especiales,370.0,1548.0,3.7,7.4,0.6,86.0,83.8,2.2,2.4,462.0,225.0,6.0,52.15,32.0,429.0,,1.04,0.79,5.35,288.0,60.0,MODERADO,True
Q 11,"Alimento lácteo en polvo con leche descremada, prebióticos, probióticos, vitaminas y minerales, para mayores de 2 años de edad",16,Alimentos de regímenes especiales,392.0,1641.0,2.0,17.4,22.8,53.1,29.4,23.7,4.7,771.0,415.0,5.1,8.57,244.0,960.0,104.88,0.67,1.07,12.32,560.0,27.0,RECOMENDADO,True
Q 13,"Fórmula láctea infantil, líquida con hierro y prebióticos; a partir de los 6 meses de edad",16,Alimentos de regímenes especiales,112.0,470.0,72.6,4.0,5.3,17.2,12.2,5.1,0.9,161.0,100.0,1.3,1.95,62.0,184.0,18.88,0.16,0.24,0.72,105.0,,RECOMENDADO,True
Q 14,"hierro y probióticos, lactantes a partir de",16,Alimentos de regímenes especiales,399.0,1670.0,2.0,14.3,21.0,59.6,38.2,21.4,3.1,534.0,283.0,4.1,6.89,208.0,626.0,82.93,0.83,1.05,4.21,788.0,,LIMITAR,False
Q 15,"Fórmula láctea para lactantes, a base de leche; en polvo, de 0 a 6 meses de edad",16,Alimentos de regímenes especiales,418.0,1750.0,2.0,10.1,28.3,56.9,30.8,26.0,2.7,391.0,166.0,4.1,7.11,155.0,543.0,107.1,0.69,1.35,6.89,251.0,27.0,RECOMENDADO,True
Q 16,"leche; en polvo, lactantes a partir de 6",16,Alimentos de regímenes especiales,399.0,1671.0,2.1,14.8,23.5,55.6,32.2,23.4,4.0,601.0,370.0,4.9,7.9,261.0,876.0,118.4,0.69,1.1,12.55,410.0,27.0,RECOMENDADO,True
Q 17,"Fórmula láctea para lactantes, en polvo con DHA, ARA, hierro,vitaminas y minerales; de 0 a 12 meses de edad",16,Alimentos de regímenes especiales,408.0,1706.0,2.0,11.3,26.9,56.6,30.0,26.5,3.2,483.0,215.0,5.8,5.18,182.0,784.0,109.7,0.7,0.87,5.55,0.0,,LIMITAR,False
